update,mean_train_return,dev_primary,dev_l0,dev_full,entropy,value_loss,seconds
0,-1.414281,555.473400,429.040638,593.445350,1.624302,0.827739,196.603
1,-3.429156,555.473400,429.040638,593.445350,1.984936,1.042527,21.797
2,-5.086585,555.473400,429.040638,593.445350,1.611630,1.868052,13.198
3,-3.202688,555.473400,429.040638,593.445350,1.540877,2.109288,18.039
4,-4.325572,555.473400,429.040638,593.445350,1.478949,1.609552,11.273
5,-6.127996,555.473400,429.040638,593.445350,1.814959,5.546393,16.370
6,-3.173129,555.473400,429.040638,593.445350,1.640509,1.679012,17.266
7,-5.135460,555.473400,429.040638,593.445350,1.398582,3.548194,21.352
8,-3.277220,555.473400,429.040638,593.445350,1.478230,1.913394,17.255
9,-2.371338,555.473400,429.040638,593.445350,1.499594,1.528602,17.675
10,-2.351496,555.473400,429.040638,593.445350,1.774350,2.093570,17.418
11,-3.954152,555.473400,429.040638,593.445350,1.657939,2.352030,15.156
12,-2.296931,555.473400,429.040638,593.445350,1.372714,0.816441,16.467
13,-2.536953,555.473400,429.040638,593.445350,1.416754,1.340016,18.720
14,-4.213024,555.473400,429.040638,593.445350,1.796262,1.797523,20.902
15,-1.494098,555.473400,429.040638,593.445350,1.550773,0.917873,16.942
16,-1.317552,555.473400,429.040638,593.445350,1.762078,0.536514,21.408
17,-2.535544,555.473400,429.040638,593.445350,1.513193,1.732967,13.788
18,-3.607118,555.473400,429.040638,593.445350,1.398219,0.885915,18.491
19,-2.788368,555.473400,429.040638,593.445350,1.624488,0.768635,19.721
20,-2.264879,528.704812,411.523963,524.950338,1.760373,0.735617,171.567
21,-1.606049,528.704812,411.523963,524.950338,1.722960,0.744599,13.734
22,-4.514492,528.704812,411.523963,524.950338,1.765089,4.263940,22.395
23,-3.755596,528.704812,411.523963,524.950338,1.490035,2.409193,17.274
24,-3.176633,528.704812,411.523963,524.950338,1.790075,0.923027,24.248
25,-3.265824,528.704812,411.523963,524.950338,1.591825,1.048137,16.725
26,-2.017719,528.704812,411.523963,524.950338,1.829864,0.955282,22.944
27,-3.358327,528.704812,411.523963,524.950338,1.465549,4.337316,16.928
28,-4.146861,528.704812,411.523963,524.950338,1.380710,1.547307,16.049
29,-3.724391,528.704812,411.523963,524.950338,1.830061,2.271030,19.137
30,-3.032065,528.704812,411.523963,524.950338,1.745369,1.609919,17.449
31,-2.400664,528.704812,411.523963,524.950338,2.142124,1.977715,17.508
32,-3.008593,528.704812,411.523963,524.950338,2.046447,2.099477,18.844
33,-2.512070,528.704812,411.523963,524.950338,1.759584,1.497154,13.422
34,-2.288892,528.704812,411.523963,524.950338,1.602792,1.345954,18.329
35,-2.951346,528.704812,411.523963,524.950338,1.613990,0.990757,18.739
36,-2.882025,528.704812,411.523963,524.950338,2.331516,1.145878,24.854
37,-4.041085,528.704812,411.523963,524.950338,2.009904,1.609219,15.261
