update,mean_train_return,dev_primary,dev_l0,dev_full,entropy,value_loss,seconds
0,-3.765554,585.052488,424.790638,592.795344,1.317630,2.188266,32.922
1,-3.827923,585.052488,424.790638,592.795344,1.674674,1.019502,14.453
2,-0.720097,585.052488,424.790638,592.795344,1.396402,0.417920,15.479
3,-2.336282,585.052488,424.790638,592.795344,1.340338,1.499129,13.623
4,-2.633776,585.052488,424.790638,592.795344,1.434308,0.781592,12.777
5,-1.687872,585.052488,424.790638,592.795344,1.863760,0.654788,14.544
6,-2.917915,585.052488,424.790638,592.795344,1.516330,1.070189,14.196
7,-2.607845,585.052488,424.790638,592.795344,1.683899,1.478417,12.660
8,-2.868267,585.052488,424.790638,592.795344,2.139935,0.879301,13.421
9,-3.788935,585.052488,424.790638,592.795344,1.482234,1.363925,15.453
10,-2.248310,585.052488,424.790638,592.795344,1.426581,1.722838,13.811
11,-3.189896,585.052488,424.790638,592.795344,1.400686,1.656085,14.438
12,-4.581785,585.052488,424.790638,592.795344,1.487297,3.883446,12.135
13,-1.953682,585.052488,424.790638,592.795344,1.583476,0.805034,14.244
14,-3.789498,585.052488,424.790638,592.795344,1.701659,1.206922,12.871
15,-2.763849,585.052488,424.790638,592.795344,1.694818,2.317763,13.806
16,-4.298350,585.052488,424.790638,592.795344,1.806878,1.512597,13.621
17,-2.381056,585.052488,424.790638,592.795344,1.460089,1.209803,15.079
18,-2.802417,585.052488,424.790638,592.795344,1.877233,1.909927,13.582
19,-3.957405,585.052488,424.790638,592.795344,1.501234,1.704723,15.284
20,-4.115227,443.898863,410.496888,474.610475,1.695923,1.379332,28.114
21,-3.667566,443.898863,410.496888,474.610475,1.652644,1.874911,16.710
22,-2.641487,443.898863,410.496888,474.610475,1.609320,1.424565,12.302
23,-3.150903,443.898863,410.496888,474.610475,1.722089,1.558024,15.665
24,-3.354739,443.898863,410.496888,474.610475,1.597487,2.461757,14.104
25,-4.914613,443.898863,410.496888,474.610475,1.746641,1.383021,14.343
26,-3.306698,443.898863,410.496888,474.610475,2.151977,1.201287,15.072
27,-3.714454,443.898863,410.496888,474.610475,1.519548,1.654617,13.014
28,-2.568777,443.898863,410.496888,474.610475,1.591135,1.853175,11.971
29,-5.778399,443.898863,410.496888,474.610475,1.664948,2.012439,13.650
30,-1.775885,443.898863,410.496888,474.610475,2.163739,0.510260,13.983
31,-0.616238,443.898863,410.496888,474.610475,1.782453,0.603668,14.645
32,-2.363625,443.898863,410.496888,474.610475,1.572763,1.668042,13.246
33,-3.777807,443.898863,410.496888,474.610475,1.508267,0.714526,10.955
34,-1.472764,443.898863,410.496888,474.610475,1.280555,0.686394,13.776
35,-3.470394,443.898863,410.496888,474.610475,1.667600,1.168614,11.861
36,-4.206760,443.898863,410.496888,474.610475,1.858560,1.354973,12.656
37,-2.529371,443.898863,410.496888,474.610475,1.877298,0.705589,14.604
38,-3.436083,443.898863,410.496888,474.610475,1.754440,2.103400,15.738
39,-3.438774,443.898863,410.496888,474.610475,1.594495,0.667333,13.412
40,-1.874039,450.047788,410.867713,481.552912,1.493039,1.300994,30.079
41,-5.562808,450.047788,410.867713,481.552912,1.255967,1.390331,13.177
42,-2.868042,450.047788,410.867713,481.552912,1.443271,1.631454,16.541
43,-3.892563,450.047788,410.867713,481.552912,1.667428,1.863526,14.250
44,-3.223012,450.047788,410.867713,481.552912,1.772607,1.662044,13.527
45,-5.081634,450.047788,410.867713,481.552912,1.529634,1.674302,11.968
46,-3.282336,450.047788,410.867713,481.552912,1.785959,1.711270,15.010
47,-4.140063,450.047788,410.867713,481.552912,1.738703,1.679846,14.186
48,-3.297699,450.047788,410.867713,481.552912,1.793323,1.182816,13.582
49,-3.441677,450.047788,410.867713,481.552912,1.685318,1.810043,15.554
50,-4.586747,450.047788,410.867713,481.552912,1.626446,1.482764,14.540
51,-2.992816,450.047788,410.867713,481.552912,1.616889,1.530074,11.851
52,-2.296570,450.047788,410.867713,481.552912,2.072715,0.983631,14.339
53,-2.052266,450.047788,410.867713,481.552912,1.875732,1.938659,14.455
54,-4.962934,450.047788,410.867713,481.552912,1.410759,1.960819,10.537
55,-3.980919,450.047788,410.867713,481.552912,1.935484,3.108411,11.372
56,-1.489890,450.047788,410.867713,481.552912,1.965624,1.186311,12.087
57,-3.099633,450.047788,410.867713,481.552912,1.634142,2.039353,16.238
58,-3.574578,450.047788,410.867713,481.552912,2.078257,1.119786,13.607
59,-2.721851,450.047788,410.867713,481.552912,1.873838,1.701843,15.273
60,-3.719603,431.479100,410.930213,477.499163,1.754353,2.530463,32.031
61,-6.168212,431.479100,410.930213,477.499163,1.535539,3.329839,12.738
62,-4.810112,431.479100,410.930213,477.499163,1.668369,3.346324,15.658
63,-5.280988,431.479100,410.930213,477.499163,1.420377,3.497898,13.500
64,-5.244651,431.479100,410.930213,477.499163,1.363372,3.688856,13.729
65,-3.229612,431.479100,410.930213,477.499163,1.329328,1.865599,13.150
66,-3.894219,431.479100,410.930213,477.499163,1.690615,0.699539,16.005
67,-2.081096,431.479100,410.930213,477.499163,1.409010,1.160761,12.124
68,-3.497200,431.479100,410.930213,477.499163,1.641398,1.616736,13.611
69,-2.279067,431.479100,410.930213,477.499163,1.688302,0.888957,13.316
70,-2.490165,431.479100,410.930213,477.499163,1.629187,0.889429,15.891
71,-2.346433,431.479100,410.930213,477.499163,2.170891,1.468890,12.264
72,-4.576647,431.479100,410.930213,477.499163,1.789983,1.351061,14.712
73,-2.144370,431.479100,410.930213,477.499163,1.799381,0.468820,15.109
74,-2.246366,431.479100,410.930213,477.499163,1.717069,1.050808,14.529
75,-3.415931,431.479100,410.930213,477.499163,1.751137,0.760172,11.021
76,-1.687169,431.479100,410.930213,477.499163,1.931243,0.807173,14.420
77,-1.824231,431.479100,410.930213,477.499163,1.393151,1.283249,14.538
78,-2.729763,431.479100,410.930213,477.499163,1.816190,1.487816,13.757
79,-2.558880,431.479100,410.930213,477.499163,1.752756,0.965562,14.813
80,-2.917905,444.888775,410.492713,489.817288,1.405126,1.472599,34.121
81,-1.917703,444.888775,410.492713,489.817288,1.655517,0.830818,11.762
82,-2.460834,444.888775,410.492713,489.817288,1.382937,0.968421,13.488
83,-3.093719,444.888775,410.492713,489.817288,1.569055,1.386974,14.254
84,-3.840053,444.888775,410.492713,489.817288,1.745453,1.114574,13.124
85,-2.874820,444.888775,410.492713,489.817288,1.809639,1.696153,13.694
86,-3.306887,444.888775,410.492713,489.817288,1.466381,1.181715,14.351
87,-1.860248,444.888775,410.492713,489.817288,1.661652,0.513463,13.263
88,-2.524956,444.888775,410.492713,489.817288,1.690861,1.186751,11.822
89,-3.293921,444.888775,410.492713,489.817288,1.303422,0.875036,12.108
90,-5.265983,444.888775,410.492713,489.817288,1.680415,1.856963,14.774
91,-2.220108,444.888775,410.492713,489.817288,1.653535,0.716651,12.727
92,-2.590660,444.888775,410.492713,489.817288,1.777212,16.164190,14.747
93,-9.183127,444.888775,410.492713,489.817288,1.637254,2.587507,12.080
94,-2.827388,444.888775,410.492713,489.817288,1.717871,2.579635,13.878
95,-3.194616,444.888775,410.492713,489.817288,1.714330,1.700244,12.312
96,-3.887961,444.888775,410.492713,489.817288,1.982191,1.999050,13.510
97,-4.140278,444.888775,410.492713,489.817288,1.663951,1.567228,15.972
98,-4.460031,444.888775,410.492713,489.817288,1.542760,2.313137,13.019
99,-3.267328,444.888775,410.492713,489.817288,1.505656,1.382856,12.440
100,-3.319246,462.160413,410.867713,535.930125,1.687563,1.119102,27.859
101,-1.964240,462.160413,410.867713,535.930125,1.804604,1.175811,14.936
102,-2.034524,462.160413,410.867713,535.930125,1.487062,1.059940,12.564
103,-2.493640,462.160413,410.867713,535.930125,1.693673,1.274776,15.728
104,-3.052750,462.160413,410.867713,535.930125,1.452457,1.648726,12.071
105,-3.608336,462.160413,410.867713,535.930125,1.607779,1.655646,13.057
106,-3.447038,462.160413,410.867713,535.930125,1.771488,1.817324,14.557
107,-2.970177,462.160413,410.867713,535.930125,1.857877,2.087505,13.745
108,-4.408347,462.160413,410.867713,535.930125,1.631163,3.650723,13.297
109,-2.340672,462.160413,410.867713,535.930125,1.551975,1.221339,10.957
