update,mean_train_return,dev_primary,dev_l0,dev_full,entropy,value_loss,seconds
0,-3.724855,546.998075,424.108900,564.807269,1.440410,1.753795,7.340
1,-4.258721,546.998075,424.108900,564.807269,1.645745,1.737454,1.454
2,-4.117832,546.998075,424.108900,564.807269,1.768016,1.691094,1.501
3,-3.562858,546.998075,424.108900,564.807269,1.798075,1.694594,1.652
4,-3.773920,546.998075,424.108900,564.807269,2.095892,1.304373,1.797
5,-2.006647,546.998075,424.108900,564.807269,1.699646,1.283911,1.433
6,-5.583494,546.998075,424.108900,564.807269,1.510383,4.273702,1.315
7,-4.011924,546.998075,424.108900,564.807269,1.434942,2.449051,1.250
8,-3.309438,546.998075,424.108900,564.807269,2.005579,2.328471,1.532
9,-6.024087,546.998075,424.108900,564.807269,1.701656,3.664428,1.456
10,-1.884667,546.998075,424.108900,564.807269,1.628739,1.567144,1.425
11,-3.537599,546.998075,424.108900,564.807269,1.803973,1.560066,1.564
12,-3.679821,546.998075,424.108900,564.807269,1.401381,2.006303,1.386
13,-1.531822,546.998075,424.108900,564.807269,1.725841,0.793180,1.425
14,-1.916353,546.998075,424.108900,564.807269,1.464372,1.357297,1.234
15,-3.069285,546.998075,424.108900,564.807269,1.630345,0.967553,1.420
16,-4.366827,546.998075,424.108900,564.807269,1.404196,1.270187,1.270
17,-2.907174,546.998075,424.108900,564.807269,1.866990,1.478251,1.674
18,-4.463213,546.998075,424.108900,564.807269,1.246605,1.626031,1.197
19,-2.041453,546.998075,424.108900,564.807269,1.428019,2.061365,1.260
20,-7.202818,501.749550,410.828200,544.200012,1.346368,1.909163,7.237
21,-2.699457,501.749550,410.828200,544.200012,1.555637,1.634318,1.419
22,-4.567927,501.749550,410.828200,544.200012,1.763136,1.694811,1.561
23,-3.726164,501.749550,410.828200,544.200012,1.922439,1.686993,1.638
24,-4.608394,501.749550,410.828200,544.200012,1.908534,2.778018,1.651
25,-3.471299,501.749550,410.828200,544.200012,1.958239,1.660009,1.478
26,-1.655119,501.749550,410.828200,544.200012,1.893491,1.245156,1.692
27,-5.483052,501.749550,410.828200,544.200012,1.289196,3.288985,1.239
28,-4.183388,501.749550,410.828200,544.200012,1.667192,5.289534,1.425
29,-4.378721,501.749550,410.828200,544.200012,1.271323,2.619381,1.196
30,-4.376130,501.749550,410.828200,544.200012,1.696015,3.726791,1.410
31,-2.871059,501.749550,410.828200,544.200012,1.365471,1.873637,1.254
32,-7.608742,501.749550,410.828200,544.200012,1.475281,3.755444,1.341
33,-1.171402,501.749550,410.828200,544.200012,1.845940,0.796510,1.597
34,-2.996354,501.749550,410.828200,544.200012,1.459938,2.085536,1.382
35,-5.350775,501.749550,410.828200,544.200012,1.179211,2.484137,1.251
36,-2.781536,501.749550,410.828200,544.200012,2.005948,2.058980,1.657
37,-3.524367,501.749550,410.828200,544.200012,1.284777,1.503222,1.248
38,-3.184774,501.749550,410.828200,544.200012,1.420430,1.219433,1.263
39,-2.901525,501.749550,410.828200,544.200012,1.512484,1.304422,1.416
40,-1.802688,504.976575,409.846400,551.069388,1.489456,1.540972,7.068
41,-5.004845,504.976575,409.846400,551.069388,1.445861,1.253472,1.305
42,-4.215816,504.976575,409.846400,551.069388,1.474063,1.533687,1.451
43,-3.792425,504.976575,409.846400,551.069388,1.642348,1.566503,1.587
44,-3.950101,504.976575,409.846400,551.069388,1.764733,1.345041,1.611
45,-3.215028,504.976575,409.846400,551.069388,1.605751,1.641729,1.454
46,-1.818086,504.976575,409.846400,551.069388,1.606180,2.056810,1.446
47,-2.632785,504.976575,409.846400,551.069388,1.622405,2.501776,1.330
48,-5.120247,504.976575,409.846400,551.069388,1.612911,1.812264,1.408
49,-2.206547,504.976575,409.846400,551.069388,1.513534,1.056851,1.382
50,-3.975447,504.976575,409.846400,551.069388,1.278832,1.602932,1.337
51,-2.069409,504.976575,409.846400,551.069388,2.036960,1.148680,1.812
52,-3.065719,504.976575,409.846400,551.069388,1.634940,1.014230,1.579
53,-3.651989,504.976575,409.846400,551.069388,1.508013,1.249767,1.265
54,-3.623655,504.976575,409.846400,551.069388,1.643521,1.561121,1.456
55,-1.663727,504.976575,409.846400,551.069388,1.593625,0.389192,1.433
56,-2.026347,504.976575,409.846400,551.069388,2.118232,0.925480,1.841
57,-3.171600,504.976575,409.846400,551.069388,1.359054,1.161342,1.226
58,-2.552748,504.976575,409.846400,551.069388,1.678143,0.515452,1.558
59,-3.709197,504.976575,409.846400,551.069388,1.579420,1.426449,1.405
60,-3.841738,562.970763,413.331950,595.918887,1.479129,1.162907,7.230
61,-2.298688,562.970763,413.331950,595.918887,1.861279,1.135721,1.429
62,-3.441485,562.970763,413.331950,595.918887,1.940070,1.154331,1.649
63,-2.955072,562.970763,413.331950,595.918887,1.630160,1.613497,1.383
64,-3.029076,562.970763,413.331950,595.918887,1.475183,0.905326,1.257
65,-3.609150,562.970763,413.331950,595.918887,1.585991,1.343807,1.467
66,-4.131485,562.970763,413.331950,595.918887,1.727376,1.521504,1.689
67,-2.731971,562.970763,413.331950,595.918887,1.523780,1.777332,1.467
68,-3.232441,562.970763,413.331950,595.918887,1.470305,0.809655,1.316
69,-5.099728,562.970763,413.331950,595.918887,1.745060,4.191046,1.488
70,-2.491043,562.970763,413.331950,595.918887,1.588505,2.524218,1.366
71,-4.804843,562.970763,413.331950,595.918887,1.461220,3.656909,1.425
72,-4.953429,562.970763,413.331950,595.918887,1.770394,3.062710,1.747
73,-2.116506,562.970763,413.331950,595.918887,1.674384,1.810263,1.557
74,-2.598712,562.970763,413.331950,595.918887,1.476367,1.224891,1.260
75,-2.357721,562.970763,413.331950,595.918887,1.834935,1.237582,1.496
76,-5.342899,562.970763,413.331950,595.918887,1.530743,2.018896,1.579
77,-4.054994,562.970763,413.331950,595.918887,1.642224,2.510567,1.379
78,-5.054558,562.970763,413.331950,595.918887,1.585446,2.322053,1.350
79,-3.368119,562.970763,413.331950,595.918887,1.545449,1.266893,1.517
80,-3.407662,493.903050,410.950837,489.611262,1.270243,2.681774,7.089
81,-2.796797,493.903050,410.950837,489.611262,1.807637,1.677582,1.553
82,-2.991186,493.903050,410.950837,489.611262,2.042044,1.759714,1.635
83,-2.459063,493.903050,410.950837,489.611262,1.936735,1.548723,1.651
84,-4.365719,493.903050,410.950837,489.611262,1.630447,1.675501,1.487
85,-1.778558,493.903050,410.950837,489.611262,1.756030,1.002031,1.542
86,-3.055991,493.903050,410.950837,489.611262,1.782636,2.159758,1.589
87,-4.600641,493.903050,410.950837,489.611262,1.477784,1.297757,1.532
88,-2.263926,493.903050,410.950837,489.611262,1.798571,0.750811,1.559
89,-3.403807,493.903050,410.950837,489.611262,1.153097,1.543801,1.338
90,-2.293019,493.903050,410.950837,489.611262,1.640421,0.694966,1.586
91,-1.688858,493.903050,410.950837,489.611262,1.575327,1.377041,1.409
92,-2.257481,493.903050,410.950837,489.611262,1.739834,1.233283,1.473
93,-3.209211,493.903050,410.950837,489.611262,1.503815,1.546065,1.484
94,-1.891919,493.903050,410.950837,489.611262,1.715172,1.777531,1.494
95,-2.920228,493.903050,410.950837,489.611262,1.473562,1.265018,1.363
96,-3.244543,493.903050,410.950837,489.611262,1.728550,1.316511,1.384
97,-3.852678,493.903050,410.950837,489.611262,1.888170,1.492908,1.552
98,-3.252080,493.903050,410.950837,489.611262,1.857757,0.900962,1.696
99,-1.870661,493.903050,410.950837,489.611262,1.528657,0.590627,1.431
100,-2.001757,435.284450,409.827088,435.583387,1.634399,0.766372,7.217
101,-3.788951,435.284450,409.827088,435.583387,1.349448,2.787030,1.316
102,-1.238764,435.284450,409.827088,435.583387,1.938862,1.000143,1.637
103,-1.505761,435.284450,409.827088,435.583387,1.691426,0.459593,1.529
104,-3.179752,435.284450,409.827088,435.583387,2.099516,1.115347,1.724
105,-2.639518,435.284450,409.827088,435.583387,1.436729,1.653893,1.404
106,-4.578250,435.284450,409.827088,435.583387,1.329796,1.220322,1.397
107,-3.354281,435.284450,409.827088,435.583387,1.801002,3.865067,1.621
108,-3.948907,435.284450,409.827088,435.583387,1.400716,2.579563,1.364
109,-4.031972,435.284450,409.827088,435.583387,1.546865,1.105761,1.387
110,-1.493959,435.284450,409.827088,435.583387,2.001625,1.224131,1.700
111,-5.445286,435.284450,409.827088,435.583387,1.945806,2.797626,1.701
112,-3.906913,435.284450,409.827088,435.583387,1.409779,1.470518,1.286
113,-1.501245,435.284450,409.827088,435.583387,1.353279,0.707096,1.251
114,-1.981359,435.284450,409.827088,435.583387,1.494093,0.736153,1.321
115,-2.005691,435.284450,409.827088,435.583387,1.649996,0.742682,1.405
116,-3.366582,435.284450,409.827088,435.583387,1.500981,1.529097,1.373
117,-2.975339,435.284450,409.827088,435.583387,1.399175,1.741045,1.315
118,-2.683324,435.284450,409.827088,435.583387,1.699687,0.703715,1.490
119,-0.978107,435.284450,409.827088,435.583387,1.691560,0.437373,1.490
120,-1.712157,488.310275,409.827088,536.701938,1.777726,0.957974,7.225
121,-0.880562,488.310275,409.827088,536.701938,1.369069,1.776790,1.398
122,-6.108879,488.310275,409.827088,536.701938,1.449402,1.767948,1.540
123,-1.608916,488.310275,409.827088,536.701938,1.546331,1.065977,1.299
124,-2.231902,488.310275,409.827088,536.701938,1.670390,1.139292,1.600
125,-4.658077,488.310275,409.827088,536.701938,1.834753,3.127772,1.443
126,-5.652826,488.310275,409.827088,536.701938,1.529229,3.372558,1.349
127,-4.790975,488.310275,409.827088,536.701938,1.515111,1.396087,1.418
128,-1.737748,488.310275,409.827088,536.701938,1.832005,2.292102,1.700
129,-2.329764,488.310275,409.827088,536.701938,1.826962,0.992586,1.682
130,-2.603744,488.310275,409.827088,536.701938,1.554610,1.292832,1.483
131,-0.753698,488.310275,409.827088,536.701938,1.854245,0.574730,1.677
132,-2.564845,488.310275,409.827088,536.701938,1.894120,0.945210,1.729
133,-3.472335,488.310275,409.827088,536.701938,1.777851,1.581057,1.657
134,-3.491103,488.310275,409.827088,536.701938,1.536711,0.982333,1.277
135,-3.550540,488.310275,409.827088,536.701938,1.569017,1.463544,1.469
136,-2.447154,488.310275,409.827088,536.701938,1.720887,1.245925,1.433
137,-3.209710,488.310275,409.827088,536.701938,1.651926,1.404164,1.329
138,-2.516467,488.310275,409.827088,536.701938,1.527646,1.206383,1.369
139,-3.750039,488.310275,409.827088,536.701938,1.135994,1.502747,1.322
140,-3.188791,478.866400,409.496888,575.797850,1.695279,1.000830,7.227
141,-3.579846,478.866400,409.496888,575.797850,1.726613,1.918528,1.553
142,-4.420624,478.866400,409.496888,575.797850,1.860145,1.179463,1.599
143,-1.839568,478.866400,409.496888,575.797850,1.781806,1.345806,1.609
144,-4.226398,478.866400,409.496888,575.797850,1.317505,0.633038,1.149
145,-1.288960,478.866400,409.496888,575.797850,1.747085,1.065953,1.632
146,-5.062841,478.866400,409.496888,575.797850,1.986785,1.841948,1.473
147,-2.085867,478.866400,409.496888,575.797850,1.683416,0.728959,1.600
148,-2.870100,478.866400,409.496888,575.797850,1.740486,0.732185,1.668
149,-2.394318,478.866400,409.496888,575.797850,1.522756,1.206438,1.453
150,-3.714133,478.866400,409.496888,575.797850,1.503421,1.272495,1.473
151,-1.826592,478.866400,409.496888,575.797850,1.345392,0.916340,1.280
152,-3.111009,478.866400,409.496888,575.797850,1.383613,1.080551,1.338
153,-2.626270,478.866400,409.496888,575.797850,1.700584,1.811525,1.477
154,-4.053278,478.866400,409.496888,575.797850,2.044550,1.752472,1.715
155,-4.525877,478.866400,409.496888,575.797850,1.565080,1.078812,1.482
156,-2.291667,478.866400,409.496888,575.797850,1.487160,1.216561,1.377
157,-1.632932,478.866400,409.496888,575.797850,1.523818,0.788415,1.464
158,-3.325237,478.866400,409.496888,575.797850,1.775449,0.838628,1.704
