update,mean_train_return,dev_primary,dev_l0,dev_full,entropy,value_loss,seconds
0,-1.014347,465.514575,421.302088,476.389556,1.187254,0.117830,11.354
1,-1.681927,465.514575,421.302088,476.389556,1.295161,0.500753,4.475
2,-2.484453,465.514575,421.302088,476.389556,1.443953,1.405849,4.912
3,-3.501315,465.514575,421.302088,476.389556,1.203464,0.883930,4.647
4,-2.524180,465.514575,421.302088,476.389556,1.509634,0.748810,4.941
5,-2.858877,465.514575,421.302088,476.389556,1.341507,1.322385,4.968
6,-2.939709,465.514575,421.302088,476.389556,1.356047,1.160204,4.838
7,-1.463499,465.514575,421.302088,476.389556,1.541620,0.805290,4.582
8,-3.446697,465.514575,421.302088,476.389556,1.310458,1.574529,4.761
9,-2.525754,465.514575,421.302088,476.389556,1.381608,1.360876,4.968
10,-2.422333,465.514575,421.302088,476.389556,1.130980,1.231540,4.671
11,-1.614323,465.514575,421.302088,476.389556,1.189809,1.100801,4.686
12,-2.884797,465.514575,421.302088,476.389556,1.094512,0.947454,4.387
13,-3.367812,465.514575,421.302088,476.389556,1.453923,0.959708,5.027
14,-0.483979,465.514575,421.302088,476.389556,1.209898,0.373684,4.461
15,-2.977907,465.514575,421.302088,476.389556,1.699630,1.413570,5.234
16,-4.396725,465.514575,421.302088,476.389556,1.146887,1.436999,4.833
17,-1.788274,465.514575,421.302088,476.389556,1.216266,1.323009,4.441
18,-2.202690,465.514575,421.302088,476.389556,1.150096,0.513382,4.709
19,-2.878028,465.514575,421.302088,476.389556,1.810066,0.663456,5.409
20,-2.691454,433.778663,410.680213,465.538175,1.584585,1.739934,11.128
21,-2.551970,433.778663,410.680213,465.538175,1.313450,1.130108,5.013
22,-1.776722,433.778663,410.680213,465.538175,1.243363,0.785359,4.503
23,-2.267366,433.778663,410.680213,465.538175,1.353213,0.862311,4.965
24,-2.861738,433.778663,410.680213,465.538175,1.379309,1.320568,4.906
25,-2.500748,433.778663,410.680213,465.538175,1.489834,1.047722,5.063
26,-2.035832,433.778663,410.680213,465.538175,1.076472,0.865809,5.042
27,-3.913521,433.778663,410.680213,465.538175,1.547854,1.995040,4.332
28,-4.098569,433.778663,410.680213,465.538175,1.540858,1.428866,5.239
29,-3.487207,433.778663,410.680213,465.538175,1.228021,1.636513,4.792
30,-3.551618,433.778663,410.680213,465.538175,1.188194,1.647332,4.618
31,-3.450394,433.778663,410.680213,465.538175,1.026061,2.493083,4.824
32,-4.499754,433.778663,410.680213,465.538175,1.650415,2.253768,4.769
33,-0.458415,433.778663,410.680213,465.538175,1.243355,0.648942,4.944
34,-1.913940,433.778663,410.680213,465.538175,1.148736,0.653925,4.508
35,-1.543459,433.778663,410.680213,465.538175,1.221717,0.752049,4.939
36,-2.553275,433.778663,410.680213,465.538175,1.154256,1.691661,4.980
37,-2.611584,433.778663,410.680213,465.538175,1.089097,1.541047,4.221
38,-4.565466,433.778663,410.680213,465.538175,1.246394,2.071320,5.053
39,-3.232311,433.778663,410.680213,465.538175,1.278100,1.380357,4.829
40,-2.228956,460.733288,410.680213,538.057788,1.247845,0.975263,10.338
41,-1.357875,460.733288,410.680213,538.057788,1.183004,1.252214,4.778
42,-3.818912,460.733288,410.680213,538.057788,1.519561,0.930821,4.612
43,-2.233444,460.733288,410.680213,538.057788,1.238920,1.924526,4.758
44,-3.111935,460.733288,410.680213,538.057788,1.091580,1.433227,4.817
45,-2.861091,460.733288,410.680213,538.057788,1.218322,1.665705,4.749
46,-4.056691,460.733288,410.680213,538.057788,1.046138,1.645322,4.568
47,-4.135200,460.733288,410.680213,538.057788,1.276158,1.439244,4.195
48,-4.287923,460.733288,410.680213,538.057788,1.382259,2.157729,4.989
49,-3.405449,460.733288,410.680213,538.057788,1.294695,1.908406,4.869
50,-4.411059,460.733288,410.680213,538.057788,1.291715,3.632958,4.644
51,-3.553215,460.733288,410.680213,538.057788,1.289100,1.484623,4.850
52,-3.376109,460.733288,410.680213,538.057788,1.659684,2.274933,4.752
53,-5.620993,460.733288,410.680213,538.057788,1.145236,5.560591,4.758
54,-2.080331,460.733288,410.680213,538.057788,1.552461,1.164671,5.121
55,-1.593288,460.733288,410.680213,538.057788,1.358921,1.084658,4.911
56,-1.817799,460.733288,410.680213,538.057788,1.580376,1.479377,5.024
57,-2.865805,460.733288,410.680213,538.057788,1.313836,1.700595,4.865
58,-3.325257,460.733288,410.680213,538.057788,1.155681,1.492544,4.391
59,-3.977760,460.733288,410.680213,538.057788,1.339005,1.689244,4.909
60,-1.684769,453.902463,410.680213,512.866238,1.272259,0.930724,10.774
61,-3.275248,453.902463,410.680213,512.866238,1.404088,2.320916,4.743
62,-5.490420,453.902463,410.680213,512.866238,1.297713,1.189323,4.751
63,-3.811120,453.902463,410.680213,512.866238,1.306683,2.017223,5.011
64,-2.594089,453.902463,410.680213,512.866238,1.390386,0.863827,4.901
65,-2.188045,453.902463,410.680213,512.866238,1.770570,0.861719,5.142
66,-3.222488,453.902463,410.680213,512.866238,1.559811,0.403914,5.357
67,-1.943682,453.902463,410.680213,512.866238,1.389354,0.933287,4.471
68,-4.153468,453.902463,410.680213,512.866238,1.455751,2.177080,4.998
69,-1.551249,453.902463,410.680213,512.866238,1.136818,0.675121,4.762
70,-2.106250,453.902463,410.680213,512.866238,1.471041,2.137146,4.912
71,-3.813334,453.902463,410.680213,512.866238,1.174439,2.530008,4.945
72,-6.583459,453.902463,410.680213,512.866238,1.217775,2.840544,4.548
73,-1.194068,453.902463,410.680213,512.866238,1.405429,0.812444,5.093
74,-1.649191,453.902463,410.680213,512.866238,1.390969,0.799369,4.988
75,-3.850467,453.902463,410.680213,512.866238,1.239168,2.403249,4.465
76,-4.313305,453.902463,410.680213,512.866238,1.307267,2.666917,4.790
77,-2.985076,453.902463,410.680213,512.866238,1.264130,1.519087,4.415
78,-1.833706,453.902463,410.680213,512.866238,1.384979,0.781140,5.022
79,-2.849848,453.902463,410.680213,512.866238,1.517503,3.612289,5.001
80,-4.932190,473.727000,412.045275,544.555600,1.289339,2.385689,10.691
81,-4.608027,473.727000,412.045275,544.555600,1.414936,1.755608,4.277
82,-2.944339,473.727000,412.045275,544.555600,1.429760,1.577814,5.054
83,-4.585178,473.727000,412.045275,544.555600,1.624027,2.403610,5.148
84,-3.084231,473.727000,412.045275,544.555600,1.423828,2.597594,4.935
85,-2.335636,473.727000,412.045275,544.555600,1.564971,1.677327,5.295
86,-2.090481,473.727000,412.045275,544.555600,1.239959,0.820238,4.499
87,-2.776578,473.727000,412.045275,544.555600,1.547348,2.302726,5.405
88,-3.074419,473.727000,412.045275,544.555600,1.408205,1.589762,5.155
89,-2.577867,473.727000,412.045275,544.555600,1.110417,1.412575,4.714
90,-3.960903,473.727000,412.045275,544.555600,1.526721,1.680841,4.875
91,-3.231641,473.727000,412.045275,544.555600,1.348667,1.881346,5.175
92,-1.740731,473.727000,412.045275,544.555600,1.333524,2.960207,4.176
93,-5.670226,473.727000,412.045275,544.555600,1.508515,3.157381,5.079
94,-6.352844,473.727000,412.045275,544.555600,1.179011,0.990276,4.641
95,-2.485078,473.727000,412.045275,544.555600,1.497431,1.973838,5.204
96,-4.260288,473.727000,412.045275,544.555600,1.262775,2.462590,4.558
97,-1.651313,473.727000,412.045275,544.555600,1.380167,1.423238,4.253
98,-2.615909,473.727000,412.045275,544.555600,1.500774,1.010113,5.031
99,-1.018967,473.727000,412.045275,544.555600,1.168837,0.629283,4.849
100,-3.039673,491.574050,411.102775,561.318063,1.208926,2.112704,10.532
101,-4.537928,491.574050,411.102775,561.318063,1.614924,2.028311,4.531
102,-4.313193,491.574050,411.102775,561.318063,1.522105,2.719241,5.007
103,-4.301806,491.574050,411.102775,561.318063,1.125039,1.877629,5.134
104,-4.562137,491.574050,411.102775,561.318063,1.312167,1.905803,5.179
105,-2.539509,491.574050,411.102775,561.318063,1.298684,2.178904,4.979
106,-3.367797,491.574050,411.102775,561.318063,1.564968,1.342789,4.608
