update,mean_train_return,dev_primary,dev_l0,dev_full,entropy,value_loss,seconds
0,-1.963395,513.859763,418.150488,509.589388,1.735117,0.394293,360.998
1,-2.009702,513.859763,418.150488,509.589388,1.445925,2.039815,20.774
2,-3.733615,513.859763,418.150488,509.589388,1.796733,1.760008,13.380
3,-3.767024,513.859763,418.150488,509.589388,1.580856,5.201526,11.676
4,-4.458506,513.859763,418.150488,509.589388,1.504193,2.327001,8.636
5,-2.660553,513.859763,418.150488,509.589388,1.710111,1.410121,15.970
6,-1.352854,513.859763,418.150488,509.589388,1.640517,0.450971,17.491
7,-2.454434,513.859763,418.150488,509.589388,1.316975,2.734404,16.862
8,-3.250705,513.859763,418.150488,509.589388,1.533601,4.121046,17.457
9,-3.201551,513.859763,418.150488,509.589388,1.432803,1.621423,16.264
10,-2.090363,513.859763,418.150488,509.589388,1.884672,0.838512,19.932
11,-2.105536,513.859763,418.150488,509.589388,1.597110,1.809361,24.479
12,-3.007235,513.859763,418.150488,509.589388,1.791153,0.923622,22.861
13,-4.115238,513.859763,418.150488,509.589388,1.260954,1.881180,14.376
14,-3.186887,513.859763,418.150488,509.589388,1.748232,1.802183,18.326
15,-1.914579,513.859763,418.150488,509.589388,1.500408,0.767627,11.460
16,-2.402554,513.859763,418.150488,509.589388,1.591373,1.532556,18.235
17,-3.985849,513.859763,418.150488,509.589388,1.419048,1.298944,12.240
18,-4.084776,513.859763,418.150488,509.589388,1.259326,2.174276,14.653
19,-3.704243,513.859763,418.150488,509.589388,1.977811,2.146726,12.042
20,-5.719868,499.844425,409.403138,570.647469,1.600151,1.889077,331.042
21,-2.735727,499.844425,409.403138,570.647469,1.381121,1.680617,15.348
22,-3.159632,499.844425,409.403138,570.647469,1.625051,1.101801,11.489
23,-3.493590,499.844425,409.403138,570.647469,1.301908,2.153483,12.782
24,-3.555281,499.844425,409.403138,570.647469,1.387620,1.383935,11.292
25,-5.592916,499.844425,409.403138,570.647469,1.671128,1.746308,16.184
26,-1.997801,499.844425,409.403138,570.647469,1.237855,1.471084,16.379
27,-3.289871,499.844425,409.403138,570.647469,1.581526,1.177140,15.593
28,-1.784817,499.844425,409.403138,570.647469,1.184709,1.031850,11.635
29,-4.316046,499.844425,409.403138,570.647469,1.427085,1.664596,10.026
30,-1.995469,499.844425,409.403138,570.647469,1.598300,0.974084,17.159
