update,mean_train_return,dev_primary,dev_l0,dev_full,entropy,value_loss,seconds
0,-2.273126,498.456200,410.878138,549.774975,2.760786,0.691329,47.202
1,-4.758274,498.456200,410.878138,549.774975,2.893461,7.525855,10.137
2,-5.023823,498.456200,410.878138,549.774975,2.614025,0.808026,9.705
3,-3.473324,498.456200,410.878138,549.774975,2.738155,2.161561,14.697
4,-3.570015,498.456200,410.878138,549.774975,2.717715,1.116869,11.990
5,-2.729914,498.456200,410.878138,549.774975,2.580564,1.208879,9.035
6,-2.735237,498.456200,410.878138,549.774975,2.818093,1.530249,10.783
7,-4.419463,498.456200,410.878138,549.774975,2.828648,1.529809,7.678
8,-3.176900,498.456200,410.878138,549.774975,2.746160,1.241593,10.743
9,-5.265652,498.456200,410.878138,549.774975,2.780502,2.682837,10.720
10,-1.824677,498.456200,410.878138,549.774975,2.771279,2.223523,10.056
11,-4.945352,498.456200,410.878138,549.774975,2.984902,2.025652,7.937
12,-3.292408,498.456200,410.878138,549.774975,2.680503,1.949052,10.685
13,-5.728658,498.456200,410.878138,549.774975,2.717190,2.503973,12.440
14,-2.912319,498.456200,410.878138,549.774975,2.791612,1.216166,10.229
15,-1.703121,498.456200,410.878138,549.774975,2.872876,6.749578,11.256
16,-4.443976,498.456200,410.878138,549.774975,2.843315,2.278079,9.430
17,-2.864535,498.456200,410.878138,549.774975,2.884145,1.672552,9.698
18,-2.550312,498.456200,410.878138,549.774975,2.951762,1.618141,10.757
19,-3.689773,498.456200,410.878138,549.774975,2.804708,2.075175,11.651
20,-4.106475,528.433625,409.621888,593.385350,2.676377,1.400200,61.118
21,-3.637085,528.433625,409.621888,593.385350,2.691147,4.235630,10.473
22,-3.309437,528.433625,409.621888,593.385350,2.846209,1.426326,11.794
23,-2.213491,528.433625,409.621888,593.385350,2.876208,1.230169,9.458
24,-2.456321,528.433625,409.621888,593.385350,2.806236,1.559601,12.869
25,-4.665161,528.433625,409.621888,593.385350,2.737270,3.460437,10.186
26,-3.895647,528.433625,409.621888,593.385350,2.773578,2.221599,11.726
27,-3.981571,528.433625,409.621888,593.385350,2.738162,2.219716,8.599
28,-2.025798,528.433625,409.621888,593.385350,2.747506,0.799328,13.756
29,-4.037142,528.433625,409.621888,593.385350,3.008546,1.325921,8.752
30,-2.130654,528.433625,409.621888,593.385350,2.782055,0.814058,9.820
31,-3.916649,528.433625,409.621888,593.385350,2.801031,2.719885,13.364
32,-5.470575,528.433625,409.621888,593.385350,2.759226,1.939114,9.979
33,-2.736422,528.433625,409.621888,593.385350,2.958228,2.444749,9.280
34,-3.988848,528.433625,409.621888,593.385350,2.748161,2.890769,7.796
35,-2.874905,528.433625,409.621888,593.385350,2.692740,2.550710,10.491
36,-3.229216,528.433625,409.621888,593.385350,2.775975,1.858561,5.238
37,-3.181372,528.433625,409.621888,593.385350,2.986391,1.868464,9.357
38,-1.938170,528.433625,409.621888,593.385350,2.798450,1.092290,8.163
39,-1.647045,528.433625,409.621888,593.385350,2.968194,1.099917,12.570
40,-3.982783,526.777375,409.496888,592.630625,2.618710,3.609619,48.157
41,-4.917172,526.777375,409.496888,592.630625,2.425103,1.788450,10.769
42,-5.526479,526.777375,409.496888,592.630625,2.559741,2.083685,8.034
43,-1.384651,526.777375,409.496888,592.630625,2.717928,4.917391,11.577
44,-5.497780,526.777375,409.496888,592.630625,2.652768,3.438249,6.898
45,-3.215963,526.777375,409.496888,592.630625,2.803742,2.022559,7.569
46,-2.491979,526.777375,409.496888,592.630625,2.878110,3.363593,9.393
47,-4.340206,526.777375,409.496888,592.630625,2.696868,1.724577,10.400
48,-0.878162,526.777375,409.496888,592.630625,2.725666,0.494362,11.085
49,-3.540735,526.777375,409.496888,592.630625,2.636093,1.789730,10.111
50,-2.935261,526.777375,409.496888,592.630625,2.664028,2.201000,7.196
51,-6.351749,526.777375,409.496888,592.630625,2.897951,2.861455,7.912
52,-3.270998,526.777375,409.496888,592.630625,2.557391,2.193980,9.811
53,-5.181312,526.777375,409.496888,592.630625,2.844917,2.412123,11.162
54,-3.116987,526.777375,409.496888,592.630625,2.837611,1.330913,8.561
55,-1.365692,526.777375,409.496888,592.630625,2.716430,1.276712,10.396
56,-1.936724,526.777375,409.496888,592.630625,2.921637,1.845375,8.982
57,-4.382742,526.777375,409.496888,592.630625,3.165868,2.629897,14.627
58,-5.249538,526.777375,409.496888,592.630625,2.908136,2.820421,7.969
59,-1.841827,526.777375,409.496888,592.630625,2.854317,1.069666,11.776
60,-3.325515,520.857175,409.340638,591.337225,2.742361,1.989573,50.460
61,-1.986342,520.857175,409.340638,591.337225,2.686080,1.130059,10.754
62,-2.621399,520.857175,409.340638,591.337225,2.586687,1.304835,6.536
63,-4.027387,520.857175,409.340638,591.337225,2.921703,1.826045,8.837
64,-3.910663,520.857175,409.340638,591.337225,2.752575,1.161428,8.057
65,-3.210005,520.857175,409.340638,591.337225,2.860886,1.594414,8.401
66,-2.332107,520.857175,409.340638,591.337225,2.553830,1.258486,11.583
67,-3.326414,520.857175,409.340638,591.337225,2.689322,2.254194,12.129
68,-3.675221,520.857175,409.340638,591.337225,2.793078,1.772540,13.939
69,-2.594376,520.857175,409.340638,591.337225,2.758584,1.809969,9.636
70,-4.477734,520.857175,409.340638,591.337225,2.668787,2.823823,8.991
71,-3.619155,520.857175,409.340638,591.337225,2.848887,1.246471,10.440
72,-2.648792,520.857175,409.340638,591.337225,2.441239,2.696365,8.606
73,-3.722812,520.857175,409.340638,591.337225,2.666360,1.710841,6.826
74,-3.103292,520.857175,409.340638,591.337225,2.561480,1.958647,7.782
75,-2.259300,520.857175,409.340638,591.337225,2.715071,2.066746,10.114
76,-3.521007,520.857175,409.340638,591.337225,2.892275,2.257457,9.641
77,-6.302724,520.857175,409.340638,591.337225,2.611729,2.398753,9.350
78,-2.899588,520.857175,409.340638,591.337225,2.546213,1.460005,11.583
79,-2.971006,520.857175,409.340638,591.337225,2.634056,1.077975,7.441
80,-2.664614,539.086950,409.559388,593.378200,2.710093,1.553788,65.216
81,-2.646863,539.086950,409.559388,593.378200,2.887900,1.673422,12.643
82,-2.363707,539.086950,409.559388,593.378200,2.703543,3.252258,7.486
83,-6.652940,539.086950,409.559388,593.378200,2.851836,2.941375,6.046
84,-3.955174,539.086950,409.559388,593.378200,2.828162,2.474518,10.840
85,-4.977308,539.086950,409.559388,593.378200,2.665335,1.833798,8.125
86,-2.880105,539.086950,409.559388,593.378200,2.903491,1.320791,9.147
87,-2.795655,539.086950,409.559388,593.378200,2.578659,0.954862,8.432
88,-2.391731,539.086950,409.559388,593.378200,2.689062,0.428966,9.329
89,-2.661595,539.086950,409.559388,593.378200,2.721019,3.857927,11.829
