update,mean_train_return,dev_primary,dev_l0,dev_full,entropy,value_loss,seconds
0,-2.616600,23776.577284,38152.683791,34119.649034,1.706179,2.141069,58.647
1,-3.102592,23776.577284,38152.683791,34119.649034,2.083036,0.256087,4.689
2,-2.466053,23776.577284,38152.683791,34119.649034,2.042538,0.431499,4.460
3,-2.294786,23776.577284,38152.683791,34119.649034,1.909661,0.386633,4.116
4,-3.266131,23776.577284,38152.683791,34119.649034,1.689871,0.853963,3.879
5,-4.412831,23776.577284,38152.683791,34119.649034,1.891630,1.721271,4.160
6,-3.324043,23776.577284,38152.683791,34119.649034,1.791875,1.433734,4.183
7,-3.701742,23776.577284,38152.683791,34119.649034,1.657064,0.514211,4.201
8,-1.716360,23776.577284,38152.683791,34119.649034,1.570473,0.438648,3.938
9,-2.523378,23776.577284,38152.683791,34119.649034,1.664450,0.834573,4.051
10,-5.231101,23776.577284,38152.683791,34119.649034,1.552855,1.827278,4.017
11,-4.440850,23776.577284,38152.683791,34119.649034,1.956609,1.011610,4.431
12,-1.931115,23776.577284,38152.683791,34119.649034,1.791064,0.618137,4.179
13,-0.823819,23776.577284,38152.683791,34119.649034,1.926370,0.309946,4.545
14,-2.503299,23776.577284,38152.683791,34119.649034,1.677898,1.307046,3.932
15,-4.496808,23776.577284,38152.683791,34119.649034,2.106717,1.293255,4.863
16,-2.241110,23776.577284,38152.683791,34119.649034,1.887345,1.456779,4.388
17,-5.244146,23776.577284,38152.683791,34119.649034,2.004700,1.580067,4.430
18,-6.356510,23776.577284,38152.683791,34119.649034,1.636055,2.434507,4.165
19,-3.870226,23776.577284,38152.683791,34119.649034,1.787644,1.222916,4.199
20,-2.487186,1140.467744,1712.349256,1457.597025,1.763636,0.962107,32.749
21,-1.930945,1140.467744,1712.349256,1457.597025,1.550892,0.697265,1.540
22,-3.625949,1140.467744,1712.349256,1457.597025,1.707220,1.382212,1.975
23,-3.899018,1140.467744,1712.349256,1457.597025,2.083359,1.841530,2.117
24,-2.644402,1140.467744,1712.349256,1457.597025,1.929155,1.653030,1.911
25,-4.256810,1140.467744,1712.349256,1457.597025,1.631780,1.879438,1.954
26,-2.521591,1140.467744,1712.349256,1457.597025,2.066316,1.284740,2.402
27,-5.856442,1140.467744,1712.349256,1457.597025,1.969462,2.033622,2.212
28,-3.208536,1140.467744,1712.349256,1457.597025,1.554451,1.156476,1.936
29,-2.058502,1140.467744,1712.349256,1457.597025,1.974772,0.878612,2.124
30,-1.992355,1140.467744,1712.349256,1457.597025,1.961782,0.514124,2.154
31,-2.568051,1140.467744,1712.349256,1457.597025,1.956130,0.732853,2.427
32,-2.097626,1140.467744,1712.349256,1457.597025,1.826972,0.480136,2.596
33,-2.757691,1140.467744,1712.349256,1457.597025,2.128564,0.805692,2.920
